name,year,selling_price,km_driven,transmission,owner,seats,max_power (in bph),Mileage
Hyundai,2016,280000,60000,Manual,First Owner,5,55.2,21.1
Hyundai,2018,720000,50000,Manual,Second Owner,5,88.73,21.19
Ford,2017,800000,60000,Manual,First Owner,5,98.59,22.77
Hyundai,2012,265000,20000,Manual,Third Owner,5,68.05,19.81
Maruti,2010,135000,90000,Manual,Third Owner,5,46.3,19.7
Hyundai,2012,450000,72000,Manual,Second Owner,5,126.32,22.32
Volkswagen,2012,350000,74000,Manual,Second Owner,5,73.9,22.07
Maruti,2006,85000,60000,Manual,Second Owner,5,46.3,19.7
Maruti,2016,290000,15000,Manual,First Owner,5,47.3,22.74
Maruti,2003,65000,114000,Manual,First Owner,5,46.3,19.7
Maruti,2020,265000,70000,Manual,Second Owner,5,67.05,21.79
Tata,2018,459999,50000,Manual,First Owner,5,84.0,20.3
Maruti,2013,395000,70000,Manual,Second Owner,5,74.0,23.4
Maruti,2011,290000,110000,Manual,Second Owner,5,73.9,21.1
Volkswagen,2014,300000,84000,Manual,Second Owner,5,88.5,20.14
Hyundai,2011,200000,60000,Manual,Second Owner,5,78.9,20.36
Maruti,2014,465000,90000,Manual,First Owner,5,74.0,23.4
Tata,2010,200000,188000,Manual,Second Owner,5,88.8,21.12
Hyundai,2010,150000,123278,Manual,Second Owner,5,78.9,20.36
Hyundai,2015,625000,90000,Manual,First Owner,5,88.73,21.19
Ford,2012,220000,110000,Manual,First Owner,5,68.0,20.0
Ford,2013,250000,110000,Manual,First Owner,5,68.1,20.0
Tata,2018,575000,70000,Manual,First Owner,5,88.7,20.65
Maruti,2016,262000,50000,Manual,First Owner,5,47.3,22.74
Hyundai,2018,299000,33000,Manual,First Owner,5,55.2,21.1
Maruti,2015,250000,26500,Manual,First Owner,5,47.3,22.74
Maruti,2013,360000,70000,Manual,Third Owner,5,74.0,23.4
Hyundai,2017,600000,60000,Manual,First Owner,5,88.73,22.54
Volkswagen,2011,300000,80000,Manual,Second Owner,5,103.6,20.54
Hyundai,2012,185000,50000,Manual,Second Owner,5,55.2,21.1
Renault,2017,360000,25000,Manual,First Owner,5,67.0,23.01
Maruti,2014,210000,70000,Manual,First Owner,5,67.1,20.92
Volkswagen,2016,560000,50000,Manual,First Owner,5,88.7,20.14
Toyota,2012,300000,90000,Manual,First Owner,5,67.1,23.59
Maruti,2015,270000,22000,Manual,First Owner,5,47.3,22.74
Chevrolet,2013,200000,80000,Manual,First Owner,5,76.9,22.1
Tata,2018,860000,60000,Manual,First Owner,5,108.5,21.5
Maruti,2013,240000,142000,Manual,Second Owner,5,73.94,23.2
Ford,2018,850000,90000,Manual,First Owner,5,98.96,23.0
Ford,2011,155000,80000,Manual,Third Owner,5,68.0,20.0
Hyundai,2011,270000,125000,Manual,First Owner,5,90.0,23.0
Maruti,2015,610000,33000,Manual,First Owner,5,91.1,20.73
Hyundai,2015,1000000,50000,Manual,First Owner,5,126.2,19.67
Maruti,2007,135000,60000,Manual,First Owner,5,46.3,19.7
Hyundai,2014,625000,70000,Manual,Second Owner,5,126.32,22.32
Maruti,2012,220000,70000,Manual,Second Owner,5,73.94,23.2
Maruti,2017,620000,18484,Manual,First Owner,5,81.8,20.89
Maruti,2010,180000,25000,Manual,Second Owner,5,46.3,19.7
Volkswagen,2013,250000,120000,Manual,Third Owner,5,73.9,22.07
Maruti,2017,480000,55000,Manual,First Owner,5,83.14,20.85
Hyundai,2012,380000,50000,Manual,Second Owner,5,88.76,21.9
Maruti,2004,90000,60000,Manual,First Owner,5,46.3,19.7
Maruti,2016,330000,80000,Manual,Second Owner,5,67.04,20.51
Hyundai,2013,215000,47000,Manual,Second Owner,5,55.2,21.1
Hyundai,2013,380000,110000,Manual,Second Owner,5,88.76,21.27
Hyundai,2012,400000,103655,Manual,Second Owner,5,126.3,22.32
Maruti,2008,120000,80000,Manual,Third Owner,5,46.3,19.7
Ford,2015,550000,206000,Manual,First Owner,5,98.59,22.77
Ford,2018,950000,27000,Manual,First Owner,5,98.59,22.77
Ford,2014,500000,132000,Manual,Second Owner,5,89.84,22.7
Mahindra,2011,180000,218000,Manual,First Owner,5,64.1,21.0
Hyundai,2016,650000,10000,Manual,First Owner,5,88.73,22.54
Mahindra,2011,210000,215000,Manual,First Owner,5,64.1,21.0
Volkswagen,2011,295000,65000,Manual,Second Owner,5,103.6,20.54
Maruti,2017,450000,10000,Automatic,First Owner,5,67.04,23.1
Hyundai,2012,300000,80000,Manual,Second Owner,5,88.76,21.9
Hyundai,2017,1100000,40000,Manual,First Owner,5,88.7,21.38
Hyundai,2013,500000,80000,Manual,Second Owner,5,126.3,22.32
Renault,2016,235000,60000,Manual,First Owner,5,67.0,23.01
Maruti,2012,325000,90000,Manual,First Owner,5,74.0,22.9
Maruti,2014,420000,90000,Manual,First Owner,5,74.0,23.4
Maruti,2014,229999,60000,Manual,Second Owner,5,67.1,20.92
Maruti,2013,375000,80000,Manual,Fourth & Above Owner,5,74.0,23.4
Hyundai,2018,575000,30000,Manual,First Owner,5,68.0,20.3
Hyundai,2010,320000,135000,Manual,Second Owner,5,90.0,23.0
Renault,2016,315000,60000,Manual,Second Owner,5,67.0,23.01
Maruti,2015,350000,29000,Manual,First Owner,5,67.04,23.1
Maruti,2018,451999,30000,Automatic,Second Owner,5,67.04,23.1
Maruti,2015,450000,35000,Manual,Second Owner,5,83.11,20.4
Maruti,2014,310000,35000,Manual,Second Owner,5,67.04,20.51
Maruti,2007,150000,50000,Manual,Third Owner,5,46.3,19.7
Ford,2011,160000,112000,Manual,Second Owner,5,68.0,20.0
Tata,2012,135000,146000,Manual,First Owner,5,70.0,19.61
Volkswagen,2020,260000,50000,Manual,First Owner,5,88.5,20.14
Hyundai,2017,500000,25000,Manual,First Owner,5,81.86,20.14
Renault,2016,220000,20000,Manual,First Owner,5,67.0,23.01
Hyundai,2011,280000,100000,Manual,Second Owner,5,90.0,23.0
Hyundai,2011,320000,155000,Manual,First Owner,5,90.0,23.0
Ford,2012,140000,70000,Manual,Fourth & Above Owner,5,68.0,20.0
Maruti,2012,310000,25000,Manual,Second Owner,5,88.8,21.5
Maruti,2012,380000,100000,Manual,Second Owner,5,74.0,22.9
Tata,2015,475000,25000,Manual,First Owner,5,74.0,22.95
Hyundai,2010,275000,80000,Manual,First Owner,5,68.05,19.81
Renault,2014,650000,129000,Manual,First Owner,5,108.45,19.72
Volkswagen,2018,650000,82000,Automatic,First Owner,5,108.62,21.73
Maruti,2017,445000,39500,Manual,First Owner,5,81.8,20.52
Hyundai,2018,750000,40000,Manual,First Owner,5,88.76,22.54
Maruti,2012,425000,56000,Manual,Second Owner,5,74.0,22.9
Hyundai,2017,850000,54000,Manual,First Owner,5,88.73,22.54
Maruti,2016,400000,20000,Manual,Second Owner,5,67.04,20.51
Maruti,2014,206000,120000,Manual,Second Owner,5,47.3,22.74
Hyundai,2014,290000,50000,Manual,First Owner,5,55.2,21.1
Maruti,2010,170000,100000,Manual,First Owner,5,46.3,19.7
Volkswagen,2012,315000,130000,Manual,Second Owner,5,103.6,20.54
Maruti,2011,225000,76000,Manual,Second Owner,5,67.1,20.92
Ford,2013,250000,25000,Manual,First Owner,5,68.1,20.0
Hyundai,2011,360000,157000,Manual,Second Owner,5,126.3,22.32
Hyundai,2011,380000,157000,Manual,Second Owner,5,126.3,22.32
Tata,2010,160000,30000,Manual,Second Owner,5,88.8,21.12
Maruti,2014,229999,30000,Manual,Second Owner,5,47.3,22.74
Maruti,2014,440000,70000,Manual,Second Owner,5,74.0,22.9
Volkswagen,2012,240000,200000,Manual,First Owner,5,73.9,22.07
Hyundai,2012,465000,146000,Manual,Second Owner,5,126.32,22.32
Hyundai,2013,325000,70000,Manual,First Owner,5,78.9,20.36
Maruti,2006,110000,120000,Manual,Third Owner,5,46.3,19.7
Maruti,2018,750000,40000,Manual,First Owner,5,91.1,20.73
Hyundai,2018,350000,25000,Manual,First Owner,5,55.2,21.1
Maruti,2014,200000,40000,Manual,Third Owner,5,47.3,22.74
Tata,2012,200000,120000,Manual,First Owner,5,69.0,23.03
Hyundai,2016,276000,60000,Manual,First Owner,5,68.05,20.3
Hyundai,2014,250000,40000,Manual,First Owner,5,55.2,21.1
Maruti,2008,95000,80000,Manual,Second Owner,5,46.3,19.7
Tata,2011,200000,70000,Manual,Second Owner,5,70.0,23.57
Hyundai,2012,450000,100000,Manual,Second Owner,5,126.32,22.32
Hyundai,2010,200000,70000,Manual,Second Owner,5,78.9,20.36
Ford,2013,325000,120000,Manual,Second Owner,5,68.1,20.0
Hyundai,2013,325000,70000,Manual,Second Owner,5,78.9,20.36
Hyundai,2016,900000,130000,Manual,First Owner,5,88.7,21.38
Hyundai,2016,950000,133000,Manual,First Owner,5,88.7,21.38
Volkswagen,2010,320000,120000,Manual,Third Owner,5,103.6,20.54
Volkswagen,2015,620000,33000,Manual,First Owner,5,88.8,20.14
Maruti,2009,150000,70000,Manual,Second Owner,5,46.3,19.7
Ford,2012,190000,112000,Manual,Second Owner,5,68.0,20.0
Maruti,2012,400000,90000,Manual,First Owner,7,88.76,20.77
Hyundai,2016,930000,47552,Manual,Second Owner,5,126.2,19.67
Ford,2019,950000,20000,Manual,First Owner,5,98.96,23.0
Maruti,2004,70000,70000,Manual,Second Owner,5,46.3,19.7
Ford,2015,300000,140000,Manual,First Owner,5,68.05,20.0
Tata,2017,520000,40000,Manual,First Owner,5,84.0,20.3
Maruti,2014,190000,70000,Manual,Third Owner,5,47.3,22.74
Maruti,2020,360000,5000,Manual,First Owner,5,47.3,22.05
Maruti,2013,160000,70000,Manual,Second Owner,5,47.3,22.74
Maruti,2007,85000,120000,Manual,Third Owner,5,46.3,19.7
Maruti,2013,390000,100000,Manual,First Owner,5,74.0,23.4
Toyota,2015,450000,80000,Manual,First Owner,5,67.04,23.59
Hyundai,2012,500000,70000,Manual,First Owner,5,126.32,22.32
Maruti,2019,610000,18000,Manual,First Owner,5,81.8,21.21
Hyundai,2012,450000,150000,Manual,Third Owner,5,126.32,22.32
Hyundai,2011,450000,108000,Manual,First Owner,5,126.3,22.32
Maruti,2013,650000,90000,Manual,First Owner,7,88.76,20.77
Maruti,2016,500000,40000,Manual,First Owner,5,83.14,20.85
Maruti,2011,400000,60000,Manual,First Owner,5,74.0,22.9
Hyundai,2012,280000,65000,Manual,First Owner,5,78.9,20.36
Maruti,2014,580000,88000,Manual,First Owner,5,74.0,23.4
Hyundai,2014,190000,60000,Manual,Second Owner,5,55.2,21.1
Hyundai,2019,811000,43000,Manual,First Owner,5,88.76,22.54
Maruti,2016,409999,120000,Manual,First Owner,5,73.94,23.2
Maruti,2014,420000,120000,Manual,Second Owner,5,74.0,23.4
Renault,2017,350000,25000,Manual,First Owner,5,67.0,23.01
Toyota,2015,509999,100000,Manual,Second Owner,5,67.05,23.59
Maruti,2013,240000,44000,Manual,Second Owner,5,67.1,20.92
Hyundai,2015,530000,100000,Manual,Second Owner,5,88.73,22.54
Hyundai,2014,350000,64000,Manual,First Owner,5,78.9,20.36
Maruti,2013,370000,90000,Manual,Second Owner,5,74.0,22.9
Hyundai,2014,320000,15000,Manual,First Owner,5,78.9,20.36
Maruti,2017,440000,35000,Automatic,First Owner,5,67.0,20.51
Hyundai,2012,179000,30000,Manual,Second Owner,5,55.2,21.1
Hyundai,2008,140000,60000,Manual,Second Owner,5,78.9,20.36
Ford,2011,250000,55130,Manual,Second Owner,5,68.0,20.0
Maruti,2014,330000,22000,Manual,First Owner,5,67.04,20.51
Maruti,2015,550000,29434,Manual,First Owner,5,91.1,20.73
Renault,2013,400000,44500,Manual,Second Owner,5,83.8,20.46
Maruti,2016,375000,34500,Manual,First Owner,5,67.04,20.51
Hyundai,2012,140000,20000,Manual,First Owner,5,55.2,21.1
Hyundai,2019,550000,3000,Manual,First Owner,5,81.86,20.14
Ford,2018,950000,35000,Manual,First Owner,5,98.96,23.0
Maruti,2018,375000,50000,Manual,First Owner,5,61.7,21.94
Maruti,2016,590000,40000,Manual,Second Owner,5,91.1,20.73
Hyundai,2019,420000,30000,Manual,First Owner,5,68.0,20.3
Tata,2019,530000,20000,Manual,First Owner,5,83.81,20.3
Maruti,2013,350000,110000,Manual,Third Owner,5,74.0,22.9
Renault,2017,325000,16500,Manual,Second Owner,5,67.0,23.01
Maruti,2012,180000,80000,Manual,Third Owner,5,46.3,19.7
Maruti,2020,700000,20000,Manual,First Owner,5,88.5,23.26
Volkswagen,2018,885000,75000,Automatic,First Owner,5,108.5,21.5
Maruti,2011,160000,140000,Manual,First Owner,5,73.9,21.1
Hyundai,2012,300000,120000,Manual,Second Owner,5,90.0,23.0
Volkswagen,2018,950000,75000,Automatic,First Owner,5,108.5,21.5
Maruti,2015,549000,90000,Manual,First Owner,7,88.76,20.77
Renault,2012,570000,100000,Manual,Second Owner,5,78.0,21.8
Volkswagen,2015,434999,50000,Manual,First Owner,5,88.8,20.14
Maruti,2015,260000,25000,Manual,First Owner,5,47.3,22.74
Maruti,2013,450000,24019,Manual,First Owner,5,74.0,22.9
Hyundai,2013,459999,80000,Manual,Second Owner,5,126.32,22.32
Maruti,2011,210000,100000,Manual,Second Owner,5,73.9,21.1
Maruti,2015,540000,93000,Manual,Second Owner,5,83.14,20.85
Hyundai,2019,990000,19600,Manual,First Owner,5,88.7,22.1
Ford,2017,880000,33000,Manual,First Owner,5,98.96,23.0
Maruti,2012,170000,90000,Manual,Third Owner,5,67.1,20.92
Ford,2017,900000,35000,Manual,First Owner,5,98.96,23.0
Maruti,2013,390000,120000,Manual,First Owner,5,74.0,22.9
Maruti,2014,445000,80000,Manual,Second Owner,5,74.0,23.4
Maruti,2014,459999,70000,Manual,Fourth & Above Owner,5,74.0,23.4
Maruti,2009,200000,120000,Manual,Second Owner,5,73.9,21.1
Toyota,2014,550000,250000,Manual,First Owner,5,67.04,23.59
Maruti,2008,129000,60000,Manual,First Owner,5,46.3,19.7
Ford,2014,570000,48000,Manual,First Owner,5,98.96,21.7
Maruti,2015,650000,50000,Manual,First Owner,5,83.1,21.4
Maruti,2010,311000,94000,Manual,Second Owner,5,75.0,21.1
Maruti,2018,440000,20000,Manual,First Owner,5,67.04,20.51
Maruti,2018,440000,17000,Manual,First Owner,5,67.04,20.51
Tata,2010,200000,60000,Manual,First Owner,5,69.0,23.03
Hyundai,2016,750000,40000,Manual,First Owner,5,88.73,21.19
Renault,2017,350000,30000,Manual,First Owner,5,67.0,23.01
Maruti,2016,450000,175000,Manual,First Owner,5,74.0,23.4
Hyundai,2012,254999,90000,Manual,First Owner,5,90.0,23.0
Volkswagen,2013,280000,80000,Manual,Second Owner,5,73.9,22.07
Maruti,2017,725000,35000,Automatic,First Owner,5,81.8,21.21
Hyundai,2015,287000,100000,Manual,Second Owner,5,68.05,19.81
Maruti,2013,240000,108916,Manual,Second Owner,5,67.04,20.51
Hyundai,2013,290000,40000,Manual,Second Owner,5,55.2,21.1
Hyundai,2014,229999,80000,Manual,First Owner,5,55.2,21.1
Maruti,2004,90000,70000,Manual,Fourth & Above Owner,5,46.3,19.7
Hyundai,2012,330000,90000,Manual,First Owner,5,90.0,23.0
Maruti,2009,200000,70000,Manual,First Owner,5,73.9,21.1
Hyundai,2014,280000,60000,Manual,Second Owner,5,55.2,21.1
Mahindra,2013,250000,180000,Manual,First Owner,5,64.1,20.8
Hyundai,2013,509999,120000,Automatic,Second Owner,5,126.3,22.32
Hyundai,2014,525000,80000,Manual,Second Owner,5,126.32,22.32
Volkswagen,2011,254999,120000,Manual,Third Owner,5,73.9,22.07
Maruti,2017,440000,30000,Manual,First Owner,5,67.04,20.51
Maruti,2019,780000,7200,Manual,First Owner,5,100.5,21.1
Volkswagen,2011,320000,77000,Manual,Second Owner,5,73.9,22.07
Maruti,2018,472000,30000,Automatic,First Owner,5,67.0,20.51
Tata,2018,525000,110000,Manual,Second Owner,5,88.7,20.65
Tata,2013,325000,100000,Manual,First Owner,5,88.8,22.3
Ford,2014,310000,90000,Manual,Second Owner,5,67.0,19.68
Ford,2014,330000,100000,Manual,Second Owner,5,67.0,19.68
Ford,2012,250000,80000,Manual,Second Owner,5,68.0,20.0
Maruti,2015,280000,110000,Manual,First Owner,5,67.04,20.51
Tata,2011,153000,50000,Manual,Second Owner,5,70.0,23.57
Maruti,2012,235000,80000,Manual,Third Owner,5,67.1,20.92
Maruti,2016,500000,15000,Manual,First Owner,5,81.8,20.4
Volkswagen,2016,591000,60000,Manual,First Owner,5,108.5,21.49
Hyundai,2015,585000,72000,Manual,First Owner,5,88.73,22.54
Hyundai,2014,484999,70100,Manual,First Owner,5,88.73,22.54
Ford,2011,195000,77395,Manual,Second Owner,5,68.0,20.0
Volkswagen,2015,651000,69000,Automatic,First Owner,5,108.6,22.15
Maruti,2015,650000,70000,Manual,First Owner,7,88.76,20.77
Maruti,2011,275000,165000,Manual,First Owner,5,73.9,21.1
Volkswagen,2011,400000,100000,Manual,Second Owner,5,103.6,20.54
Maruti,2016,500000,40000,Manual,First Owner,5,81.8,20.4
Volkswagen,2018,1290000,29899,Automatic,First Owner,5,108.6,22.15
Hyundai,2020,775000,2000,Manual,First Owner,5,81.86,20.7
Renault,2017,695000,34000,Manual,First Owner,8,83.8,21.04
Maruti,2016,434999,10000,Automatic,First Owner,5,67.04,23.1
Hyundai,2015,850000,59235,Manual,First Owner,5,126.2,19.67
Hyundai,2013,360000,144000,Manual,First Owner,5,88.8,21.9
Hyundai,2013,350000,144000,Manual,First Owner,5,88.8,21.9
Hyundai,2017,860000,40000,Manual,Second Owner,5,126.2,22.0
Volkswagen,2011,240000,110000,Manual,First Owner,5,103.6,20.54
Maruti,2018,545000,10000,Automatic,First Owner,5,67.04,23.1
Maruti,2018,775000,21147,Automatic,First Owner,5,83.1,21.4
Maruti,2017,620000,37000,Manual,First Owner,5,81.8,21.01
Maruti,2018,775000,17000,Manual,First Owner,5,81.8,21.01
Maruti,2017,380000,50000,Manual,First Owner,5,67.04,23.1
Maruti,2016,240000,35000,Manual,Second Owner,5,47.3,22.74
Maruti,2015,420000,36000,Manual,First Owner,5,83.11,20.4
Ford,2011,130000,180000,Manual,Second Owner,5,68.0,20.0
Maruti,2012,110000,80000,Manual,First Owner,5,67.1,20.92
Maruti,2007,120000,120000,Manual,Second Owner,5,46.3,19.7
Toyota,2018,665000,70000,Manual,First Owner,5,67.04,23.59
Hyundai,2012,340000,92686,Manual,Second Owner,5,88.76,21.9
Tata,2012,270000,80000,Manual,First Owner,5,88.76,21.02
Hyundai,2014,250000,80000,Manual,Second Owner,5,55.2,21.1
Hyundai,2010,350000,90000,Manual,Second Owner,5,90.0,23.0
Maruti,2018,600000,25000,Manual,First Owner,5,81.8,21.21
Ford,2018,690000,13000,Manual,First Owner,5,94.93,20.4
Hyundai,2018,350000,10000,Manual,Second Owner,5,68.05,20.3
Maruti,2012,220000,13000,Manual,First Owner,5,67.1,20.92
Renault,2019,700000,6500,Manual,First Owner,7,72.0,20.0
Hyundai,2013,198000,49500,Manual,Second Owner,5,55.2,21.1
Hyundai,2011,350000,50000,Manual,First Owner,5,90.0,23.0
Tata,2011,210000,175000,Manual,Second Owner,5,70.0,23.57
Tata,2011,210000,175000,Manual,Second Owner,5,69.0,23.03
Maruti,2014,375000,110000,Manual,Third Owner,5,73.94,23.2
Toyota,2018,780000,116000,Manual,First Owner,5,67.05,23.59
Maruti,2020,445000,1000,Manual,First Owner,5,81.8,21.21
Maruti,2013,300000,120000,Manual,Second Owner,5,73.94,23.2
Honda,2017,950000,24000,Manual,First Owner,7,98.6,21.9
Volkswagen,2017,750000,50000,Manual,First Owner,5,108.6,22.27
Hyundai,2017,254999,34000,Manual,First Owner,5,55.2,21.1
Volkswagen,2017,655000,50000,Automatic,First Owner,5,108.495,22.0
Ford,2011,210000,84000,Manual,Second Owner,5,68.0,20.0
Hyundai,2019,430000,18500,Manual,First Owner,5,68.0,20.3
Tata,2012,155000,50000,Manual,First Owner,5,69.0,23.03
Hyundai,2008,250000,100000,Manual,Second Owner,5,68.05,19.81
Maruti,2005,125000,70000,Manual,Fourth & Above Owner,5,46.3,19.7
Hyundai,2020,500000,1000,Manual,First Owner,5,68.07,20.3
Renault,2015,690000,80000,Manual,First Owner,8,83.8,21.04
Maruti,2013,470000,150000,Manual,First Owner,5,74.0,23.4
Ford,2013,275000,104300,Manual,First Owner,5,68.1,20.0
Volkswagen,2020,800000,25000,Manual,First Owner,5,108.62,21.66
Maruti,2013,409999,100000,Manual,Third Owner,5,74.0,22.9
Hyundai,2015,1000000,73500,Manual,First Owner,5,126.2,19.67
Volkswagen,2013,325000,155000,Manual,Second Owner,5,103.6,20.54
Maruti,2012,625000,100000,Manual,Second Owner,5,74.0,23.4
Maruti,2015,330000,84000,Manual,Second Owner,5,67.04,23.1
Hyundai,2011,300000,30000,Manual,First Owner,5,68.05,19.81
Maruti,2016,650000,35000,Manual,Second Owner,5,83.1,21.4
Mahindra,2015,380000,120000,Manual,Second Owner,5,65.0,21.03
Hyundai,2012,590000,110000,Manual,Second Owner,5,126.32,22.32
Renault,2012,220000,75000,Manual,First Owner,5,63.12,23.08
Maruti,2015,475000,51000,Manual,First Owner,5,81.8,22.0
Maruti,2017,525000,29000,Manual,First Owner,5,81.8,20.89
Maruti,2015,365000,28000,Manual,First Owner,5,81.8,20.52
Hyundai,2012,350000,120000,Manual,Third Owner,5,126.32,22.32
Volkswagen,2013,325000,120000,Manual,First Owner,5,73.9,22.07
Volkswagen,2013,360000,80000,Manual,First Owner,5,73.9,22.07
Maruti,2010,148000,120000,Manual,First Owner,5,67.1,20.92
Toyota,2014,430999,120000,Manual,First Owner,5,67.04,23.59
Renault,2019,300000,35000,Manual,First Owner,5,67.0,23.01
Ford,2010,260000,70000,Manual,First Owner,5,68.0,20.0
Ford,2017,934000,101000,Manual,First Owner,5,98.59,22.77
Volkswagen,2012,380000,200000,Manual,First Owner,5,103.6,20.54
Maruti,2011,350000,118000,Manual,Second Owner,5,73.9,21.1
Tata,2018,980000,20000,Manual,First Owner,5,108.5,21.5
Tata,2018,969999,21871,Manual,First Owner,5,108.5,21.5
Maruti,2015,250000,70000,Manual,First Owner,5,47.3,22.74
Tata,2018,950000,14000,Manual,First Owner,5,108.5,21.5
Hyundai,2015,965000,60000,Manual,First Owner,5,126.2,19.67
Maruti,2013,700000,37659,Manual,First Owner,7,88.8,20.77
Maruti,2012,250000,89000,Manual,Second Owner,5,73.94,23.2
Maruti,2013,680000,37500,Manual,Second Owner,7,88.8,20.77
Maruti,2011,250000,90000,Manual,Third Owner,5,73.9,21.1
Maruti,2013,550000,120000,Manual,Third Owner,7,88.76,20.77
Maruti,2017,550000,46000,Manual,First Owner,5,83.1,21.4
Toyota,2012,476999,90000,Manual,Fourth & Above Owner,5,87.2,21.43
Maruti,2011,225000,90000,Manual,First Owner,5,46.3,19.7
Maruti,2010,190000,80000,Manual,First Owner,5,46.3,19.7
Maruti,2003,100000,164000,Manual,Third Owner,5,46.3,19.7
Maruti,2018,430000,14000,Manual,First Owner,5,67.04,20.51
Maruti,2015,313000,68203,Manual,First Owner,5,67.05,21.79
Renault,2016,600000,90000,Manual,Second Owner,5,83.8,19.87
Hyundai,2014,290000,31000,Manual,First Owner,5,78.9,20.36
Maruti,2015,380000,20000,Manual,First Owner,5,61.7,21.94
Hyundai,2014,180000,62000,Manual,First Owner,5,55.2,21.1
Hyundai,2013,275000,20000,Manual,First Owner,5,55.2,21.1
Maruti,2014,325000,65204,Automatic,First Owner,5,67.04,23.1
Maruti,2018,655000,15732,Automatic,First Owner,5,81.8,22.0
Maruti,2018,525000,33000,Manual,First Owner,5,81.8,20.89
Maruti,2017,620000,90000,Manual,First Owner,5,81.8,22.0
Tata,2018,400000,22000,Manual,First Owner,5,84.0,20.3
Maruti,2017,400000,70000,Manual,First Owner,5,67.04,20.51
Renault,2013,399000,61000,Manual,Second Owner,5,84.8,21.64
Volkswagen,2011,365000,65000,Manual,Second Owner,5,103.6,20.54
Hyundai,2016,280000,100000,Manual,First Owner,5,68.05,20.3
Hyundai,2015,900000,50000,Manual,First Owner,5,126.2,19.67
Volkswagen,2017,650000,49060,Manual,First Owner,5,108.495,22.0
Maruti,2013,235000,18000,Manual,First Owner,5,47.3,22.74
Ford,2018,800000,37161,Manual,First Owner,5,89.84,22.7
Hyundai,2016,1050000,80000,Manual,First Owner,5,126.2,19.67
Volkswagen,2014,391000,120000,Manual,Second Owner,5,88.8,20.14
Maruti,2012,370000,68000,Manual,First Owner,5,74.0,23.4
Hyundai,2012,250000,25000,Manual,First Owner,5,55.2,21.1
Ford,2018,925000,50699,Manual,First Owner,5,98.59,22.77
Hyundai,2016,700000,111000,Manual,Second Owner,5,88.73,21.19
Maruti,2018,700000,48000,Manual,Second Owner,5,100.5,21.1
Ford,2011,180000,90000,Manual,Third Owner,5,68.0,20.0
Toyota,2014,320000,90000,Manual,Third Owner,5,67.06,23.59
Tata,2019,650000,20000,Manual,First Owner,5,83.81,20.3
Maruti,2010,200000,70000,Manual,Second Owner,5,73.9,21.1
Maruti,2008,114999,100000,Manual,Second Owner,5,46.3,19.7
Maruti,2013,500000,92000,Manual,Third Owner,7,88.76,20.77
Tata,2018,850000,9500,Manual,First Owner,5,108.5,21.5
Hyundai,2014,600000,100000,Manual,Fourth & Above Owner,5,88.73,22.54
Ford,2018,990000,60000,Manual,First Owner,5,98.96,23.0
Maruti,2017,745000,10000,Automatic,First Owner,5,83.1,21.4
Maruti,2019,540000,5000,Automatic,First Owner,5,81.8,20.52
Tata,2017,600000,27000,Manual,First Owner,5,74.0,22.95
Hyundai,2018,640000,20000,Manual,First Owner,5,81.86,20.14
Maruti,2016,500000,100000,Manual,First Owner,5,81.8,20.4
Hyundai,2018,1200000,40000,Manual,First Owner,5,126.2,22.0
Hyundai,2012,300000,45000,Manual,First Owner,5,78.9,20.36
Hyundai,2017,350000,26263,Manual,First Owner,5,55.2,21.1
Maruti,2017,625000,25000,Manual,First Owner,5,81.8,22.0
Maruti,2019,475000,5000,Automatic,First Owner,5,67.0,21.7
Ford,2014,550000,105000,Manual,First Owner,5,98.96,21.7
Maruti,2014,530000,90000,Manual,First Owner,5,74.0,22.9
Maruti,2000,45957,90000,Manual,Second Owner,5,46.3,19.7
Hyundai,2012,190000,65000,Manual,First Owner,5,55.2,21.1
Hyundai,2014,730000,60000,Manual,First Owner,5,126.32,22.32
Renault,2018,1265000,12000,Manual,First Owner,5,108.45,20.37
Maruti,2009,130000,60000,Manual,First Owner,5,46.3,19.7
Maruti,2012,550000,93000,Manual,First Owner,7,88.76,20.77
Maruti,2015,500000,117000,Manual,First Owner,5,83.14,20.85
Maruti,2016,252000,30000,Manual,First Owner,5,47.3,22.74
Maruti,2004,100000,40000,Manual,First Owner,5,46.3,19.7
Maruti,2015,350000,46357,Manual,Second Owner,5,67.04,20.51
Renault,2016,620000,7000,Manual,First Owner,8,83.8,21.04
Hyundai,2018,950000,70000,Manual,First Owner,5,126.2,22.0
Hyundai,2012,360000,90000,Manual,Second Owner,5,88.76,21.9
Hyundai,2011,270000,60000,Manual,Second Owner,5,68.05,19.81
Hyundai,2015,650000,70000,Manual,First Owner,5,88.73,22.54
Ford,2011,200000,170000,Manual,Second Owner,5,68.0,20.0
Maruti,2012,416000,90000,Manual,Second Owner,5,74.0,22.9
Tata,2013,190000,120000,Manual,Second Owner,5,74.0,22.3
Hyundai,2012,195000,35000,Manual,Second Owner,5,55.2,21.1
Hyundai,2012,220000,67000,Manual,Second Owner,5,78.9,20.36
Maruti,2016,320000,46737,Manual,First Owner,5,47.3,22.74
Hyundai,2012,450000,200000,Manual,Second Owner,5,126.32,22.32
Maruti,2018,432000,30000,Manual,First Owner,5,67.04,20.51
Maruti,2011,135000,110048,Manual,Third Owner,5,67.1,20.92
